L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
57413,6188,6,0,1232,1413,8,9,2,2,0,877,395,482,230,255,1356,166,237,1042,1611.1744583808438,1404.7890535917902,68791,3721,180016,3147,1678.5848531909758,1463.564429675359,4,6,4,1,0,59030,63165,0,0,59880.0,1,20037,200.0,1,PortScan
16137,8080,6,2,10000000,6052724,42127,23102,2,2,18,1328,501,827,250,255,795,327,562,944,4557774.096385542,7530120.481927711,964139,2950,433504,2935,4398759.2838842375,7267404.368486382,9167,10000,10000,10000,7577,60092,13529,0,0,9677.0,28,53752,230.0,1,DDoS
41414,3389,6,7,2075413,2306211,1796,3247,2,220,100,236687,90162,146525,113,128,741,87,268,1443,9743.716384930309,8768.597345861834,7868,73,9188,110,8897.341469975914,8006.924844356012,538,35,485,3269,714,63468,55904,0,0,19784.0,1,85408,331.0,0,Benign
7890,80,17,1,2896949,1798929,17347,18171,2,2,18,932,582,350,108,128,1209,303,321,1377,1930181.3304721029,3108314.377682403,236450,9278,148316,3684,1799356.1611413104,2897636.889317009,10000,400,1569,4183,761,0,0,0,0,34228.0,28,18818,530.0,1,DDoS
24796,53,17,3,2980,3559,23,19,0,0,0,252,138,114,19,32,1457,389,414,1298,14123.015873015873,11825.396825396823,8791,48,5424,132,13976.40385912868,11702.636555269306,1,16,0,13,10,0,0,0,0,61422.0,1,37473,200.0,0,Benign
34258,53,17,3,471,2152,7,16,0,0,0,409,208,201,54,64,1129,415,31,916,5261.61369193154,1151.5892420537898,4177,148,8924,59,5678.548476703863,1242.8421619551673,3,4,0,3,11,0,0,0,0,54918.0,1,8220,426.0,0,Benign
14085,53,17,0,10000000,2626503,42926,12331,2,2,18,3613,2282,1331,30,32,1104,188,394,1072,726959.036811514,2767783.005812344,926831,8423,674606,4363,700668.5109477062,2667685.9342925027,3379,10000,7241,10000,8192,0,0,0,0,,1,45775,,1,DDoS
35690,1337,17,1,2396160,4086042,4680,4002,16,237,34,80174,35767,44407,6,32,587,289,45,828,50964.67682789931,29886.99578416943,99696,2731,11631,444,55035.9357176562,32274.48658854194,4908,394,1066,1621,691,0,0,0,0,31014.0,28,24831,430.0,1,Malware
23398,443,6,2,3277103,1467806,5938,1297,16,107,120,56198,22211,33987,246,255,842,92,229,1461,26118.47396704509,58313.51649524894,7309,167,3000,57,28400.107535499938,63407.61490613164,129,839,317,4119,1829,52003,44472,0,0,267.0,1,37968,220.0,0,Benign
60201,53,17,3,477,2657,6,34,0,0,0,413,182,231,52,64,719,464,492,1385,6433.414043583535,1154.963680387409,4303,92,8639,133,6614.285338477292,1187.4347408557276,15,3,0,7,12,0,0,0,0,,1,32616,,0,Benign
27684,58744,6,0,93,360,1,5,2,2,0,809,483,326,51,64,591,238,327,1247,444.9938195302842,114.9567367119901,186838,930,130994,3800,410.0915518866952,105.9403175707296,0,2,3,0,0,15663,14210,0,0,,1,43058,,1,PortScan
25057,443,6,2,3484715,1701990,3670,1786,18,64,121,46455,25179,21276,63,64,1193,122,796,1002,36637.3910235712,75012.70046281347,7675,195,9266,89,38433.06871856887,78689.23498941102,1062,1,1257,2390,743,29606,64418,0,0,20892.0,5,30261,426.0,0,Benign
41932,80,6,1,2167894,7351,3719,7,18,41,121,202,62,140,128,128,519,79,691,1389,36391.08910891089,10732148.514851484,5657,191,49,183,34684.48161678574,10228850.44077542,978,433,1656,418,238,31966,33472,0,0,59350.0,1,36838,426.0,0,Benign
64974,443,6,2,1761550,679290,3678,707,18,116,103,46726,21026,25700,246,255,1373,363,90,1264,14537.73059966614,37699.56769250525,4040,34,3800,184,13913.707456288046,36081.336939487126,1686,451,668,309,1269,59540,41626,0,0,,1,18089,,0,Benign
8959,443,6,2,2528020,111168,2784,267,2,234,35,16361,5852,10509,64,64,1457,181,583,1231,6794.694700812908,154515.00519528147,8901,181,8507,109,6143.981149679902,139717.4297101125,1638,728,100,332,250,64677,10608,0,0,15942.0,1,44333,331.0,0,Benign
10612,443,6,2,4410684,918244,9632,970,18,154,253,5095,2805,2290,113,128,1008,392,620,1344,180224.5338567223,865688.7144259078,550,117,5645,156,183391.94349340865,880903.018037996,1984,4579,2172,375,1490,33384,21160,0,0,43871.0,1,48385,331.0,0,Benign
20003,80,6,1,1989739,873024,1713,985,16,106,3,40543,25674,14869,128,128,1127,231,774,881,21533.285647337398,49077.25131342032,3550,61,6561,8,22682.16243470321,51695.695880827945,124,62,812,526,1173,12230,10479,0,0,35628.0,1,65807,425.0,0,Benign
60492,25,6,6,620764,262333,1259,266,16,114,61,240836,168073,72763,32,32,1131,110,201,850,1089.2599113089404,2577.538241791094,6099,60,5584,43,1172.7783341305733,2775.169611936856,101,263,144,312,702,6750,50890,0,0,20013.0,1,50062,230.0,0,Benign
40294,3389,6,7,1218415,757275,2634,1876,2,236,232,177547,91259,86288,32,32,1080,394,478,1416,4265.208648977454,6862.492748399016,5987,111,79,186,4566.0224466129175,7346.48607083276,850,863,434,1645,716,5408,56909,0,0,22378.0,1,7290,200.0,0,Benign
34682,53,17,3,1349,2379,9,24,0,0,0,7,3,4,253,255,998,72,226,1489,339857.14285714284,192714.2857142857,8720,86,9042,87,354177.8669856025,200834.7803966279,2,5,12,5,8,0,0,0,0,,28,27053,,0,Benign
4858,443,6,2,4142742,2727165,7320,6817,16,48,156,47524,23046,24478,21,32,963,380,211,829,57385.005470919954,87171.57646662739,7143,98,1254,106,61178.23435726527,92933.7392338512,2618,188,3147,3192,4990,50453,24816,0,0,8824.0,1,26292,220.0,0,Benign
49417,143,6,0,414019,1282755,888,2468,18,162,207,47159,22118,25041,250,255,967,190,130,935,27200.64038677665,8779.2149960771,8882,113,6946,61,25054.915939143928,8086.665997956297,61,181,373,2517,222,52550,3479,0,0,,1,84805,,0,Benign
29655,8080,6,0,10000000,3541860,45385,25299,2,2,0,606,281,325,236,255,653,83,650,851,5844653.465346535,16501650.165016502,918984,3578,247513,8580,5547421.62610238,15662453.135082638,7817,10000,10000,4764,10000,1838,33484,0,0,,1,23884,,1,DDoS
5811,80,6,1,4882848,2498856,6977,3057,18,2,184,58795,40211,18584,123,128,1221,362,134,1078,42501.16506505655,83048.69461688919,9249,62,9146,194,44925.526146566684,87785.97706058726,5827,1897,1845,192,271,43085,10165,0,0,20296.0,1,77120,530.0,0,Benign
44174,80,6,1,49610,1053876,52,1255,16,15,56,24506,14825,9681,49,64,1168,310,347,826,43004.81514731086,2024.4021872194564,526,43,516,25,45430.7351974053,2138.599582060202,615,122,87,127,354,38917,53419,0,0,56672.0,1,57257,331.0,0,Benign
13447,443,6,2,712709,5884447,947,10958,16,158,248,1034429,342795,691634,18,32,1437,168,544,822,5688.594383954819,688.9878377346342,4251,2253,25234,3129,5925.66380465416,717.7010727688195,4900,1716,304,4400,583,26024,58067,0,0,56610.0,1,37306,426.0,1,DataExfiltration
13136,3389,6,7,2176899,1778869,2853,3424,2,50,130,27967,19407,8560,60,64,994,198,660,1459,63605.99992848715,77838.13065398506,1181,144,7383,146,63170.55082735714,77305.2478431649,178,564,2694,581,2257,61587,15407,0,0,23787.0,5,66400,426.0,0,Benign
1310,443,6,2,1419540,1291661,1747,1111,2,251,25,31093,20197,10896,17,32,989,178,41,1349,41541.8582960795,45654.64895635674,9257,32,369,126,45614.99260305054,50131.03794241241,91,1530,295,519,420,1001,8917,0,0,46093.0,1,81498,430.0,0,Benign
40000,80,6,1,2413256,1236891,3779,2432,25,161,129,54817,20336,34481,59,64,570,312,550,1138,22564.003867413398,44023.861210938216,1149,169,5273,81,21180.738538374488,41325.01923141447,1805,236,2040,577,1552,50034,43697,0,0,,1,66673,,0,Benign
55471,443,6,2,296585,2431729,257,2439,18,23,92,26056,13779,12277,61,64,934,193,462,1451,93327.02640466687,11382.599017500766,3718,188,7453,132,100982.64159781858,12316.3135194296,186,271,813,705,718,56024,6953,0,0,58220.0,1,80628,331.0,0,Benign
36993,21,6,5,685548,8548742,994,12023,16,134,0,3212722,1858296,1354426,42,64,811,191,698,974,2660.9031220254974,213.3854096308364,187421,3393,154771,2214,2561.7809470288594,205.43651974451217,1518,4299,6968,226,4,47145,56918,0,0,29509.0,1,79946,220.0,1,DataExfiltration
4502,21,6,5,1643313,3047338,1454,5453,16,105,32,203312,87673,115639,51,64,861,467,713,987,14988.480758636972,8082.71523569686,906,111,4856,19,15065.255859964072,8124.117115661322,2129,760,126,2623,1266,27559,14675,0,0,11732.0,1,62581,426.0,0,Benign
37727,80,6,1,3812443,2093698,3450,3054,2,101,203,48029,16870,31159,26,32,1454,309,35,831,43592.371275687605,79377.93832892626,4656,97,7172,185,44838.32658366816,81646.71519752112,2156,443,1160,1032,1710,35459,33152,0,0,15103.0,1,60832,220.0,0,Benign
18234,53,17,3,607,205,5,4,0,0,0,481,217,264,119,128,761,179,254,1071,426.1954261954262,1261.954261954262,1873,23,6254,23,383.75582039314514,1136.2916242860445,0,0,2,3,1,0,0,0,0,7062.0,1,37121,426.0,0,Benign
13156,443,6,2,2041508,2159608,2843,1841,18,74,104,44014,20700,23314,25,32,1255,270,314,1360,49066.38796746489,46383.15081564956,6189,5,3706,189,53286.249238862,50372.24538487108,1073,516,956,926,1210,33110,41936,0,0,45505.0,5,71157,426.0,0,Benign
40674,443,6,2,3558844,2674587,3416,2267,25,28,132,8332,2930,5402,63,64,1176,359,181,1253,321001.80028804607,427129.6207393183,8000,152,4013,113,325414.2859749555,433000.9377732915,552,434,1479,1747,1469,41767,36945,0,0,25654.0,1,63262,331.0,0,Benign
51629,3389,6,7,709624,2448729,655,3172,16,20,191,64078,21426,42652,22,32,850,362,707,1443,38214.81631761291,11074.378101688566,3571,95,3509,136,39359.86788149646,11406.205784935386,549,294,644,913,1424,48202,62418,0,0,35808.0,2,69638,430.0,0,Benign
44320,80,6,1,2574929,2331909,5088,2658,16,206,57,40257,25555,14702,28,32,929,97,242,828,57925.55331991952,63962.267431751,9612,108,3351,9,63457.85215995699,70071.11504110404,3905,2886,593,129,230,4489,61687,0,0,13165.0,1,48777,530.0,0,Benign
50816,22,6,4,4652378,4827816,12179,19158,2,145,178,24444,14629,9815,6,32,607,233,329,835,197505.15463917528,190328.0150548192,268899,5722,656380,3005,197257.9554287272,190089.7988161916,1864,10000,3525,179,10000,11486,24228,0,0,5824.0,5,46700,220.0,1,BruteForce
43949,53,17,3,2705,2027,18,16,0,0,0,327,190,137,60,64,776,167,170,1427,6198.7767584097855,8272.17125382263,8160,190,9933,135,6274.948395293374,8373.821119520759,1,5,4,21,2,0,0,0,0,1075.0,2,64597,331.0,0,Benign
26318,443,6,0,1067790,670060,1484,696,16,52,107,33822,16512,17310,51,64,734,133,354,1194,19811.36538347821,31570.87103069008,2842,140,1707,70,20336.38371362916,32407.52643879067,388,165,1123,331,171,53769,39426,0,0,8376.0,1,32259,220.0,0,Benign
26698,8080,6,0,1948902,2323116,13822,16476,2,2,0,1228,636,592,13,32,886,182,41,1498,1891788.2736156352,1587053.7459283387,686234,9311,160762,8022,1764715.999056328,1480450.6275161789,7125,4279,2014,10000,4979,40425,60270,0,0,10459.0,15,37915,220.0,1,DDoS
19264,443,6,2,1904370,2002444,2634,1749,18,8,168,59489,34700,24789,19,32,1212,76,158,1403,33660.74400309301,32012.13669754072,7035,193,4995,14,31361.21201944918,29825.22923661208,1565,165,907,129,1615,28179,2408,0,0,2895.0,1,8937,426.0,0,Benign
42949,443,6,2,887889,3827575,934,3420,16,130,120,1877773,1108604,769169,121,128,838,81,387,1347,2038.358736652407,472.8414989458257,48700,4353,30904,4541,1944.2899443183735,451.02020322812655,1719,768,678,994,192,38150,3674,0,0,29763.0,15,62104,530.0,1,DataExfiltration
51054,53,17,3,3863,901,43,9,0,0,0,252,76,176,254,255,1367,101,595,1256,3575.396825396825,15329.36507936508,6083,43,6847,198,3407.388241501971,14609.035268504012,20,20,0,7,4,0,0,0,0,57919.0,1,18890,530.0,0,Benign
22908,80,6,1,1331146,203793,1949,329,25,154,177,23027,11389,11638,242,255,1392,330,320,877,8850.175880488123,57808.05141790072,9144,177,9185,164,8853.914124709558,57832.46908112952,90,442,1233,89,422,61910,29917,0,0,,5,64273,,0,Benign
22595,443,6,2,4076941,2442000,6763,2873,2,155,81,33750,20972,12778,49,64,716,380,624,1324,72355.55555555556,120798.25185185183,7484,165,1780,145,70082.97775273483,117004.16273636874,1009,325,5659,1918,723,58810,59149,0,0,58032.0,2,67680,200.0,0,Benign
14203,443,6,2,3952949,2390985,7988,3757,16,30,32,34211,14874,19337,241,255,1236,424,669,1137,69889.36307035749,115546.14013036744,6162,163,8824,51,70548.43522106223,116635.76578634443,574,1143,793,1000,8232,44581,29278,0,0,,2,30893,,0,Benign
31649,21,6,5,4862557,1935991,6891,1954,16,86,219,3618,2515,1103,32,32,565,183,651,1131,535099.778883361,1343990.326147043,5231,57,5821,183,561222.544884072,1409601.9114674907,2190,222,1867,2717,1847,11216,51200,0,0,51477.0,1,5596,425.0,0,Benign
15601,53,6,2,3396750,1020681,19410,12601,2,2,18,2842,1017,1825,42,64,744,249,507,974,359141.8015482055,1195197.0443349753,137537,9818,547548,9169,342272.85722873633,1139058.4597848984,768,10000,3573,5767,1497,42556,55605,0,0,50238.0,1,18956,230.0,1,DDoS
18525,80,6,1,4202327,351168,6292,696,16,127,159,36811,21788,15023,57,64,1115,466,238,1140,9539.757137812068,114159.5447013121,6368,190,2696,189,8723.069514161618,104386.47753279984,2126,1834,1365,341,1319,39086,53208,0,0,24192.0,1,16451,331.0,0,Benign
12213,443,6,2,2994029,222323,2565,193,2,199,80,7673,2829,4844,118,128,1103,465,737,1100,28974.716538511664,390203.1799817542,3414,41,472,112,31804.376362941828,428310.2744995451,374,307,899,988,188,25105,49729,0,0,22329.0,1,56954,425.0,0,Benign
23605,3389,6,7,1969432,2267639,3043,2789,16,252,51,92962,31550,61412,125,128,717,464,414,1489,24393.182160452656,21185.34454938577,1757,78,1956,18,22882.159169108167,19873.029391686698,196,2896,1143,163,1431,31042,52197,0,0,2532.0,1,68367,530.0,0,Benign
6820,3389,6,7,1532306,162377,1859,144,16,137,6,77085,26343,50742,24,32,1145,416,162,1167,2106.466887202439,19878.134526821043,8026,85,9591,50,2017.728387171074,19040.73430370409,429,117,341,424,689,26894,58690,0,0,9159.0,28,744,200.0,0,Benign
19869,443,6,2,3213913,1232883,7956,1817,25,133,232,40220,24127,16093,250,255,844,303,529,1345,30653.480855295875,79908.32918945799,1601,169,4402,187,32686.57760712784,85208.26120325859,1219,6119,110,1695,627,64622,62034,0,0,42753.0,28,3387,226.0,0,Benign
11956,80,6,1,3445814,1547259,7996,1498,18,182,214,33531,17701,15830,61,64,949,96,168,934,46144.13527780264,102765.02341117176,3663,70,5628,139,45881.11399755215,102179.26342542598,1076,1046,3304,2126,1939,6100,34990,0,0,42483.0,5,73415,226.0,0,Benign
8339,80,6,1,335257,2911232,399,3304,16,87,126,11631,5253,6378,53,64,1237,88,357,974,250299.3723669504,28824.4347003697,4237,145,493,85,261314.3599336263,30092.918863308645,525,545,535,558,1538,43028,20561,0,0,27236.0,1,49198,331.0,0,Benign
26045,53,6,3,1247,2970,19,49,2,205,220,41,14,27,250,255,997,356,614,1372,72439.0243902439,30414.63414634146,4633,75,2265,185,75184.84482378876,31567.508920964505,2,4,33,19,7,44683,47395,0,0,,1,9998,,0,Benign
54126,21,6,5,1961313,1768862,1955,2194,16,174,162,58580,21940,36640,253,255,1072,275,241,1271,30195.664049163537,33480.93205872311,8633,180,606,161,31856.27866941252,35322.220436609234,160,681,1342,1499,463,53088,41910,0,0,36827.0,1,43003,220.0,0,Benign
21203,80,6,1,2396289,1690449,2853,2398,18,149,161,47129,26712,20417,240,255,762,476,20,1161,35868.55227142524,50845.318169280064,8876,155,2599,157,39267.32062362414,55663.22821325202,1161,296,625,2525,642,9308,2305,0,0,28111.0,5,8576,426.0,0,Benign
59011,80,6,1,51134,849148,63,2074,16,73,149,23417,8671,14746,25,32,1438,323,379,1054,36262.03185719776,2183.6272793269845,4564,128,1128,43,37658.52091715246,2267.721066972629,188,158,408,653,728,20998,33506,0,0,65100.0,1,34977,230.0,0,Benign
12676,80,6,1,4744036,2162917,4550,3712,16,213,166,22315,13718,8597,19,32,752,483,643,1332,96926.5964597804,212594.03988348643,2140,137,9706,0,93223.96566730224,204472.8712144044,1308,3613,784,188,2366,11873,9525,0,0,46460.0,1,40732,226.0,0,Benign
54985,80,6,1,1357084,170760,2351,270,16,56,252,34739,20320,14419,122,128,892,191,314,866,4915.512824203345,39065.14292293964,7688,29,6460,88,4994.394530537105,39692.04091754168,182,1129,373,260,676,59563,25643,0,0,59811.0,1,42843,226.0,0,Benign
21048,443,6,2,4105536,123593,5759,155,16,178,56,52014,35174,16840,56,64,755,310,596,1028,2376.1487291882954,78931.36463259891,6879,65,3538,190,2246.9515305321083,74639.6672858064,353,624,1983,719,2233,21093,5786,0,0,44103.0,1,8615,200.0,0,Benign
57555,443,6,2,917233,3364159,852,3805,16,90,70,753745,290804,462941,127,128,1163,433,26,1420,4463.258794419863,1216.9009412997764,6810,3107,192739,1614,4543.185061426772,1238.6927203641872,332,1220,1787,620,696,28467,58225,0,0,14038.0,1,12279,331.0,1,DataExfiltration
58986,443,6,2,2357675,443978,3661,591,16,148,44,16369,8069,8300,122,128,935,254,483,1061,27123.098539923027,144032.92809579082,3389,185,3143,80,27545.4199735518,146275.59932281272,1251,1148,416,1382,52,51982,33639,0,0,,1,48378,,0,Benign
64892,25,6,6,894382,795452,1492,713,18,40,225,213595,67439,146156,51,64,890,97,204,1318,3724.11339216742,4187.2796647861605,6836,22,7444,132,3577.6289348691434,4022.577002793549,119,350,1325,18,391,11639,58920,0,0,,1,48875,,0,Benign
46389,25,6,6,116614,897321,213,891,2,204,141,8720,4655,4065,64,64,1317,380,438,956,102903.78440366972,13373.165137614678,4138,120,4465,21,97655.43898444256,12691.1009123065,314,238,272,18,260,41957,56504,0,0,20365.0,1,78819,430.0,0,Benign
61477,53,17,3,3477,2442,26,23,0,0,0,220,103,117,26,32,1248,73,200,1158,11100.0,15804.545454545454,5002,170,7216,156,11100.337728878743,15805.02632404234,20,7,0,17,1,0,0,0,0,,5,34430,,0,Benign
12304,443,6,2,3682146,316855,4234,340,2,184,163,35589,15556,20033,245,255,1151,394,69,833,8903.172328528479,103463.03633145073,435,35,8441,9,8879.381283681661,103186.56254811598,1764,1211,1489,20,87,10903,56770,0,0,8188.0,5,53318,530.0,0,Benign
16440,21,6,5,3520775,5661572,5155,10643,16,16,178,247356,162617,84739,57,64,625,255,781,1437,22888.35524507188,14233.634922945068,733,181,6385,38,23439.04247545929,14576.092076818091,2677,2183,10000,605,111,25766,11508,0,0,6029.0,1,11104,530.0,0,Benign
7055,80,6,1,4242700,2838024,12122,16893,2,2,18,2559,896,1663,111,128,1346,161,199,800,1109036.3423212192,1657952.3251270026,656571,2953,949239,6643,1057267.8305350833,1580561.0610097724,454,10000,9916,1170,1426,31243,9190,0,0,13.0,2,2757,430.0,1,DDoS
23842,3389,6,7,1961828,161411,2907,194,16,216,95,318616,158812,159804,25,32,1164,132,760,1251,506.60042182439054,6157.343008511813,3813,85,444,157,513.4370749940969,6240.4373305507,455,1291,784,419,150,5828,61060,0,0,61946.0,28,41046,425.0,0,Benign
21540,4444,6,0,2183150,10000000,4645,13489,16,229,154,42817,21033,21784,106,128,516,461,470,864,233552.0937945209,50987.92535675082,158646,1780,104083,2993,246978.05034703316,53919.01306151254,1465,3620,10000,219,1077,19815,39383,0,0,2403.0,28,3701,226.0,1,Malware
3528,25,6,6,904632,219095,828,354,16,25,21,27357,10296,17061,17,32,860,120,781,1060,8008.736338048763,33067.660927733305,2401,133,7023,113,8370.15875940629,34559.95553910053,71,55,923,99,31,20600,24783,0,0,,1,20033,,0,Benign
8445,53,17,3,3705,832,29,8,0,0,0,317,189,128,29,32,1275,132,400,984,2624.6056782334385,11687.69716088328,39,111,9209,139,2838.5135737141663,12640.255757945895,1,18,6,7,3,0,0,0,0,39942.0,1,1005,430.0,0,Benign
21296,22,6,4,792207,3238689,6771,13551,2,147,187,15622,8204,7418,21,32,952,370,639,1473,207315.90065292537,50710.98450902574,467018,4314,291616,6581,192752.39461321733,47148.64449144487,235,7440,2896,5818,3931,9319,8633,0,0,17424.0,2,17727,226.0,1,BruteForce
58468,53,17,3,1216,1683,12,10,0,0,0,346,163,183,52,64,1131,332,559,919,4864.161849710983,3514.450867052024,9643,74,4490,44,5288.364693410441,3820.9456133018994,3,5,1,4,7,0,0,0,0,12319.0,15,8565,426.0,0,Benign
10624,80,6,1,4909835,243092,4183,411,16,105,145,328,199,129,62,64,868,71,396,1371,741134.1463414634,14969009.146341464,7618,130,8481,86,667258.305383815,13476906.6107241,2454,835,516,507,280,43501,11822,0,0,13883.0,1,46637,426.0,0,Benign
54827,53,17,3,3027,2775,23,42,0,0,0,421,200,221,121,128,877,138,556,822,6591.44893111639,7190.023752969121,5192,21,4417,176,7055.638881663252,7696.367169295373,1,8,42,8,5,0,0,0,0,48963.0,15,54006,200.0,0,Benign
40857,80,6,1,4492846,305860,7477,271,2,43,73,18189,10284,7905,243,255,1089,177,346,1319,16815.65781516301,247008.9614602232,8265,101,1081,125,18043.607731573466,265046.5926318214,202,2378,3285,1437,443,50953,885,0,0,,1,53947,,0,Benign
36230,80,6,1,600866,515709,623,442,25,201,177,55003,26849,28154,32,32,1495,296,344,979,9376.015853680708,10924.240495972948,890,14,3516,186,10054.814880325044,11715.126937636123,129,75,251,75,532,26828,51361,0,0,45663.0,1,22705,530.0,0,Benign
22972,443,6,2,186843,581747,368,529,16,185,44,35319,13384,21935,122,128,933,72,434,878,16471.219456949515,5290.155440414507,5633,178,7651,167,15059.888834290894,4836.870339624294,122,156,448,102,66,19301,35119,0,0,43262.0,15,41834,220.0,0,Benign
4555,443,6,2,2554044,903256,2670,1226,2,1,67,13581,9395,4186,64,64,626,498,660,1477,66508.79905750681,188060.08394079964,8050,117,9332,60,64574.46271095512,182590.5601957127,780,720,462,1040,891,51253,35878,0,0,64176.0,15,26680,530.0,0,Benign
34363,443,6,2,52869,2352213,52,4020,18,25,61,27586,14506,13080,128,128,960,494,187,835,85268.36076270572,1916.515623867179,4620,80,3041,15,81255.04573518936,1826.311228181175,567,867,584,1678,373,65048,21715,0,0,1038.0,15,51475,331.0,0,Benign
29972,443,6,2,2407804,460250,2436,644,16,254,50,19870,12953,6917,51,64,1031,454,685,1228,23163.05988928032,121177.85606441872,7698,181,271,147,22027.00309712804,115234.55983764752,102,130,2153,361,332,18603,32767,0,0,56718.0,15,83475,220.0,0,Benign
51425,443,6,2,4805235,955001,5756,803,16,128,113,13372,6260,7112,59,64,1140,356,295,1436,71417.96290756806,359350.5085252767,739,149,1053,142,65816.62832248914,331166.5286185209,2570,104,1384,1220,1278,35472,11814,0,0,46503.0,1,83094,200.0,0,Benign
35087,443,6,2,4900077,1756829,7484,1480,25,101,37,13493,8910,4583,60,64,518,506,167,985,130202.99414511229,363156.9702808864,2340,18,7629,53,119411.96318129972,333059.0594244139,1422,53,1097,5934,455,34153,36572,0,0,21706.0,1,40018,426.0,0,Benign
48275,80,17,1,1673140,3725902,14060,28442,2,2,18,1653,905,748,110,128,1262,380,62,896,2254024.198427102,1012183.908045977,477537,8743,319330,5539,2161851.9458642504,970793.3715656804,3391,10000,1305,10000,7440,0,0,0,0,61098.0,1,80436,425.0,1,DDoS
12816,21,6,5,951176,5945719,2100,5003,16,129,162,3931,1915,2016,127,128,1207,467,504,1138,1512520.7326380056,241967.9470872552,8167,130,3138,172,1371831.7602406854,219461.00150018765,430,2724,418,829,2699,3501,40149,0,0,13183.0,1,58277,425.0,0,Benign
8675,22,6,4,504030,1048174,660,1540,2,91,55,95409,52880,42529,49,64,875,260,776,1297,10986.112421260048,5282.83495267742,8038,140,1064,70,9898.80811012199,4759.988562724115,251,215,751,971,9,31527,28604,0,0,64854.0,1,75234,226.0,0,Benign
37427,53,17,3,1424,2118,12,15,0,0,0,276,135,141,121,128,845,296,94,1340,7673.91304347826,5159.420289855072,6750,68,7573,170,8014.889937616617,5388.670099700691,12,5,6,0,1,0,0,0,0,,1,321,,0,Benign
16729,443,6,2,3064597,2849884,5260,6480,16,233,107,48649,33624,15025,240,255,674,151,509,989,58580.525807313614,62994.038931941046,3380,36,2339,57,62132.12352514111,66813.21743578928,1195,1959,4725,2726,1133,16633,20768,0,0,30898.0,1,82284,430.0,0,Benign
32864,53,17,3,3935,740,50,11,0,0,0,397,208,189,17,32,666,219,340,974,1863.9798488664987,9911.83879093199,6238,5,893,175,1769.85520800553,9411.324653380758,25,7,10,6,11,0,0,0,0,58250.0,15,6270,220.0,0,Benign
63607,19094,6,0,930,616,5,7,2,2,0,624,405,219,127,128,1346,86,177,1349,987.1794871794872,1490.3846153846157,145245,2357,51293,1804,1024.4762241125886,1546.6930006894604,0,0,3,3,4,47030,40472,0,0,13255.0,2,1359,200.0,1,PortScan
2749,443,6,2,849319,2395610,774,2417,16,138,18,2930514,1074330,1856184,55,64,685,476,167,911,817.4709283081397,289.8191238806571,173167,685,97509,2852,870.4562609233003,308.6040887586529,127,191,873,1286,712,37021,48620,0,0,36258.0,1,33441,226.0,1,DataExfiltration
6880,45236,6,0,696,234,4,3,2,2,18,154,57,97,120,128,544,332,636,958,1519.4805194805194,4519.480519480519,11692,1182,136054,4815,1520.8462147949,4523.542587595087,0,2,1,0,2,50809,57945,0,0,47093.0,1,74905,426.0,1,PortScan
38699,443,6,2,2739081,2182055,2694,4020,25,61,157,12716,7077,5639,240,255,722,176,234,865,171599.16640452974,215404.29380308275,3968,191,1453,54,166228.04527150432,208662.05502167327,1753,3371,1105,270,213,20266,23447,0,0,35832.0,1,71188,426.0,0,Benign
32021,3389,6,7,655781,2151501,971,1844,18,8,235,165769,100461,65308,52,64,783,74,202,1427,12978.91041147621,3955.99297818048,857,176,7343,53,11891.17673413894,3624.4499862609255,486,2,25,1217,1082,3458,50563,0,0,18679.0,28,41427,426.0,0,Benign
16260,25,6,6,306182,412796,318,656,2,175,247,258143,83917,174226,56,64,1373,226,738,1095,1599.098174267751,1186.0945290013676,6298,108,3225,39,1507.0163100435027,1117.7949104200134,98,107,531,61,174,4565,36903,0,0,26719.0,5,58754,230.0,0,Benign
52680,443,6,2,2913183,2808682,4447,2537,2,81,11,19170,6338,12832,21,32,752,340,376,1112,146514.4496609285,151965.72769953051,1215,79,7660,68,139740.9167439617,144940.17587712835,3278,1130,201,1315,1058,19206,24594,0,0,22334.0,1,25946,220.0,0,Benign
